,sym_1,sym_2,p_value,t_value,c_value,hedge_ratio,zero_crossings
2381,USDCUSDT,CVXUSDT,0.0,-7.57,-3.37,0.16,21
1398,IOTAUSDT,ARPAUSDT,0.01,-4.08,-3.37,7.47,21
1416,ICXUSDT,BSWUSDT,0.01,-3.99,-3.37,0.9,21
458,BSVUSDT,AXSUSDT,0.03,-3.56,-3.37,3.77,21
141,ADAUSDT,ARPAUSDT,0.01,-3.98,-3.37,12.18,21
642,CELRUSDT,CELOUSDT,0.03,-3.57,-3.37,0.02,21
1107,SFPUSDT,ICXUSDT,0.0,-4.14,-3.37,1.11,21
1882,BOBAUSDT,KAVAUSDT,0.04,-3.39,-3.37,0.23,21
656,HBARUSDT,1INCHUSDT,0.0,-4.29,-3.37,0.1,21
1478,ROSEUSDT,JSTUSDT,0.04,-3.39,-3.37,1.78,21
2109,CTCUSDT,DGBUSDT,0.0,-4.3,-3.37,36.68,21
1295,REQUSDT,ZILUSDT,0.03,-3.59,-3.37,2.98,21
673,ONEUSDT,REQUSDT,0.04,-3.45,-3.37,0.19,21
1288,REQUSDT,OMGUSDT,0.01,-3.91,-3.37,0.06,21
1862,MINAUSDT,NEARUSDT,0.02,-3.67,-3.37,0.19,21
1857,ASTRUSDT,BELUSDT,0.01,-4.04,-3.37,0.05,21
1324,1INCHUSDT,KAVAUSDT,0.0,-4.98,-3.37,0.37,21
229,BNBUSDT,XNOUSDT,0.01,-3.79,-3.37,270.31,21
230,BNBUSDT,BANDUSDT,0.01,-3.85,-3.37,174.82,21
1111,SFPUSDT,SUNUSDT,0.03,-3.53,-3.37,54.18,21
1114,SFPUSDT,ARPAUSDT,0.01,-3.94,-3.37,8.49,21
466,BSVUSDT,RNDRUSDT,0.03,-3.54,-3.37,103.14,21
1837,BAKEUSDT,MKRUSDT,0.03,-3.47,-3.37,0.0,21
695,C98USDT,BLZUSDT,0.03,-3.54,-3.37,5.19,21
884,WOOUSDT,BANDUSDT,0.01,-3.97,-3.37,0.13,21
2297,USDCUSDT,STORJUSDT,0.0,-7.64,-3.37,1.49,21
182,AAVEUSDT,CTCUSDT,0.04,-3.47,-3.37,245.43,21
650,CELRUSDT,BLZUSDT,0.03,-3.5,-3.37,0.18,21
1895,ACHUSDT,XRPUSDT,0.04,-3.43,-3.37,0.04,21
2094,CTCUSDT,SUNUSDT,0.0,-4.87,-3.37,63.91,21
154,DOTUSDT,BANDUSDT,0.0,-4.24,-3.37,4.97,21
1456,KNCUSDT,STORJUSDT,0.04,-3.41,-3.37,2.04,21
1933,GSTUSDT,GRTUSDT,0.04,-3.39,-3.37,0.78,21
1462,KAVAUSDT,TLMUSDT,0.02,-3.69,-3.37,64.77,21
156,DOTUSDT,BLZUSDT,0.01,-3.98,-3.37,75.44,21
541,NEARUSDT,IOTAUSDT,0.02,-3.67,-3.37,12.97,21
1315,1INCHUSDT,XLMUSDT,0.04,-3.42,-3.37,6.01,21
1314,1INCHUSDT,DOGEUSDT,0.02,-3.68,-3.37,10.22,21
1905,ACHUSDT,XMRUSDT,0.01,-3.81,-3.37,0.0,21
648,CELRUSDT,ARPAUSDT,0.01,-4.09,-3.37,0.46,21
539,NEARUSDT,MASKUSDT,0.0,-4.59,-3.37,2.44,21
1311,REQUSDT,BELUSDT,0.0,-4.85,-3.37,0.15,21
355,MANAUSDT,ZILUSDT,0.03,-3.58,-3.37,22.17,21
679,ONEUSDT,API3USDT,0.01,-4.09,-3.37,0.01,20
1641,API3USDT,ADAUSDT,0.02,-3.6,-3.37,4.09,20
400,CRVUSDT,BANDUSDT,0.03,-3.55,-3.37,0.81,20
562,OMGUSDT,DARUSDT,0.03,-3.56,-3.37,6.19,20
565,IOSTUSDT,DOGEUSDT,0.02,-3.61,-3.37,0.21,20
428,GRTUSDT,SCUSDT,0.0,-4.44,-3.37,25.05,20
1220,RSRUSDT,LUNA2USDT,0.01,-3.93,-3.37,0.0,20
1032,YGGUSDT,TRXUSDT,0.02,-3.7,-3.37,9.49,20
2102,CTCUSDT,GMTUSDT,0.01,-4.1,-3.37,0.4,20
1685,API3USDT,STXUSDT,0.01,-3.99,-3.37,4.74,20
2022,CTCUSDT,ICPUSDT,0.0,-4.48,-3.37,0.05,20
288,TRXUSDT,BANDUSDT,0.0,-4.17,-3.37,0.05,20
232,BNBUSDT,ALPHAUSDT,0.0,-4.42,-3.37,1997.13,20
305,VETUSDT,1000BTTUSDT,0.02,-3.6,-3.37,26.38,20
275,XLMUSDT,1000XECUSDT,0.03,-3.55,-3.37,2.71,20
158,UNIUSDT,AGLDUSDT,0.03,-3.56,-3.37,17.45,20
2000,CTCUSDT,DOTUSDT,0.0,-4.66,-3.37,0.05,20
1122,ZENUSDT,RNDRUSDT,0.01,-3.88,-3.37,31.32,20
1694,API3USDT,WAVESUSDT,0.03,-3.54,-3.37,0.36,20
1867,MINAUSDT,BANDUSDT,0.03,-3.58,-3.37,0.49,20
850,FLOWUSDT,KDAUSDT,0.04,-3.41,-3.37,0.99,20
913,LRCUSDT,GMTUSDT,0.04,-3.46,-3.37,0.42,20
139,ADAUSDT,ZILUSDT,0.02,-3.68,-3.37,11.65,20
1668,API3USDT,ALICEUSDT,0.0,-4.77,-3.37,0.83,20
2129,CTCUSDT,GALUSDT,0.0,-4.48,-3.37,0.14,20
1776,HOTUSDT,BAKEUSDT,0.04,-3.45,-3.37,0.01,20
132,ADAUSDT,BSVUSDT,0.02,-3.68,-3.37,0.01,20
21,BTCUSDT,SCUSDT,0.0,-4.29,-3.37,5289964.76,20
1669,API3USDT,TLMUSDT,0.01,-4.04,-3.37,68.24,20
2120,CTCUSDT,1000XECUSDT,0.0,-4.56,-3.37,9.21,20
1878,BOBAUSDT,ZENUSDT,0.01,-3.93,-3.37,0.02,20
1675,API3USDT,ANKRUSDT,0.01,-3.94,-3.37,66.53,20
2189,BELUSDT,VETUSDT,0.0,-4.57,-3.37,33.85,19
552,OMGUSDT,C98USDT,0.03,-3.54,-3.37,3.79,19
148,DOTUSDT,TLMUSDT,0.0,-5.22,-3.37,258.44,19
1325,1INCHUSDT,ROSEUSDT,0.04,-3.4,-3.37,12.61,19
1326,1INCHUSDT,JSTUSDT,0.01,-4.05,-3.37,22.49,19
2093,CTCUSDT,CKBUSDT,0.01,-4.08,-3.37,90.38,19
554,OMGUSDT,WOOUSDT,0.01,-3.79,-3.37,10.04,19
1215,RSRUSDT,BAKEUSDT,0.04,-3.38,-3.37,0.02,19
936,BATUSDT,SUSHIUSDT,0.03,-3.55,-3.37,0.28,19
1319,1INCHUSDT,FLOWUSDT,0.03,-3.57,-3.37,0.41,19
1969,GALUSDT,FILUSDT,0.01,-3.96,-3.37,0.49,19
1316,1INCHUSDT,MANAUSDT,0.03,-3.54,-3.37,0.76,19
159,UNIUSDT,STORJUSDT,0.04,-3.43,-3.37,10.42,19
1909,ACHUSDT,ZRXUSDT,0.03,-3.5,-3.37,0.04,19
1900,ACHUSDT,COTIUSDT,0.04,-3.42,-3.37,0.13,19
180,AAVEUSDT,API3USDT,0.0,-4.11,-3.37,49.33,19
1083,YGGUSDT,GALUSDT,0.01,-3.87,-3.37,0.24,19
194,DOGEUSDT,WOOUSDT,0.01,-3.77,-3.37,0.35,19
664,ONEUSDT,ENJUSDT,0.02,-3.63,-3.37,0.04,19
1881,BOBAUSDT,STXUSDT,0.04,-3.47,-3.37,1.04,19
1089,ZECUSDT,ZRXUSDT,0.01,-3.91,-3.37,201.25,19
1090,ZECUSDT,ACHUSDT,0.0,-4.22,-3.37,4807.07,19
209,DOGEUSDT,BSWUSDT,0.01,-3.94,-3.37,0.2,19
146,DOTUSDT,BSVUSDT,0.03,-3.49,-3.37,0.13,19
85,XRPUSDT,ZRXUSDT,0.02,-3.7,-3.37,1.15,19
1330,1INCHUSDT,ONTUSDT,0.02,-3.73,-3.37,2.8,19
2213,BELUSDT,JSTUSDT,0.01,-3.95,-3.37,27.25,19
611,GALAUSDT,ANKRUSDT,0.02,-3.66,-3.37,1.84,19
1366,REEFUSDT,ZENUSDT,0.04,-3.38,-3.37,0.0,19
1002,QTUMUSDT,DARUSDT,0.0,-4.44,-3.37,9.84,19
605,GALAUSDT,LINKUSDT,0.03,-3.56,-3.37,0.01,19
2255,USDCUSDT,MANAUSDT,0.0,-7.55,-3.37,1.18,19
29,BTCUSDT,SUNUSDT,0.03,-3.52,-3.37,3653391.16,19
1361,ARUSDT,BALUSDT,0.03,-3.52,-3.37,3.01,19
1010,SXPUSDT,IOTXUSDT,0.04,-3.38,-3.37,13.26,19
2262,USDCUSDT,SHIB1000USDT,0.0,-7.56,-3.37,92.36,19
2204,BELUSDT,STXUSDT,0.0,-4.42,-3.37,2.04,19
2038,CTCUSDT,RENUSDT,0.0,-4.52,-3.37,2.5,19
49,EOSUSDT,DOGEUSDT,0.01,-4.03,-3.37,15.53,19
587,DASHUSDT,MASKUSDT,0.0,-5.19,-3.37,30.69,19
2308,USDCUSDT,SFPUSDT,0.0,-7.54,-3.37,3.22,19
626,GALAUSDT,ARPAUSDT,0.03,-3.55,-3.37,1.38,19
963,SLPUSDT,KDAUSDT,0.02,-3.68,-3.37,0.0,19
962,SLPUSDT,BANDUSDT,0.02,-3.64,-3.37,0.0,19
1350,DUSKUSDT,SCUSDT,0.02,-3.74,-3.37,29.77,19
575,IOSTUSDT,MASKUSDT,0.01,-4.01,-3.37,0.01,19
574,IOSTUSDT,YGGUSDT,0.04,-3.47,-3.37,0.02,19
958,SLPUSDT,MASKUSDT,0.02,-3.73,-3.37,0.0,19
58,EOSUSDT,CELRUSDT,0.02,-3.61,-3.37,58.19,19
1344,ANTUSDT,RSS3USDT,0.02,-3.65,-3.37,11.63,19
2298,USDCUSDT,SNXUSDT,0.0,-7.6,-3.37,0.37,19
2007,CTCUSDT,SOLUSDT,0.0,-4.98,-3.37,0.01,19
564,IOSTUSDT,SUSHIUSDT,0.03,-3.55,-3.37,0.01,19
1094,IMXUSDT,CROUSDT,0.04,-3.4,-3.37,7.63,19
116,XTZUSDT,1INCHUSDT,0.0,-4.14,-3.37,2.44,19
1050,YGGUSDT,ANKRUSDT,0.03,-3.59,-3.37,23.4,19
1298,REQUSDT,HOTUSDT,0.05,-3.38,-3.37,56.22,19
1293,REQUSDT,IOTAUSDT,0.04,-3.4,-3.37,0.42,19
908,LRCUSDT,HNTUSDT,0.0,-4.44,-3.37,0.04,19
1138,LITUSDT,XEMUSDT,0.02,-3.64,-3.37,19.51,19
439,SHIB1000USDT,DUSKUSDT,0.02,-3.62,-3.37,0.09,19
1141,LITUSDT,KNCUSDT,0.02,-3.63,-3.37,0.58,19
1763,CTSIUSDT,ROSEUSDT,0.04,-3.41,-3.37,3.12,19
1151,CVCUSDT,SUNUSDT,0.03,-3.59,-3.37,24.36,19
859,WOOUSDT,C98USDT,0.04,-3.38,-3.37,0.38,19
1155,CVCUSDT,BSWUSDT,0.03,-3.54,-3.37,0.45,19
282,TRXUSDT,BICOUSDT,0.03,-3.56,-3.37,0.13,19
385,AVAXUSDT,ALPHAUSDT,0.01,-3.82,-3.37,167.6,19
1738,BSWUSDT,FTMUSDT,0.04,-3.43,-3.37,1.21,19
833,ILVUSDT,LOOKSUSDT,0.03,-3.53,-3.37,289.91,19
1588,RSS3USDT,HBARUSDT,0.04,-3.38,-3.37,2.26,19
619,GALAUSDT,IOTAUSDT,0.01,-3.96,-3.37,0.18,19
370,KSMUSDT,KAVAUSDT,0.03,-3.51,-3.37,31.34,19
308,VETUSDT,1000XECUSDT,0.01,-3.85,-3.37,0.58,19
1237,STXUSDT,ARPAUSDT,0.04,-3.46,-3.37,10.52,19
1713,API3USDT,BOBAUSDT,0.01,-3.8,-3.37,4.57,19
2286,USDCUSDT,RENUSDT,0.0,-7.61,-3.37,6.81,19
2138,CTCUSDT,USDCUSDT,0.02,-3.65,-3.37,0.37,19
1696,API3USDT,ROSEUSDT,0.04,-3.47,-3.37,35.52,19
2234,USDCUSDT,XTZUSDT,0.0,-7.55,-3.37,0.63,19
337,AXSUSDT,HOTUSDT,0.03,-3.57,-3.37,6980.08,19
360,MANAUSDT,GALUSDT,0.03,-3.52,-3.37,0.31,19
342,SANDUSDT,BSWUSDT,0.03,-3.54,-3.37,3.9,19
1226,STXUSDT,IOTXUSDT,0.02,-3.65,-3.37,13.56,19
1654,API3USDT,KSMUSDT,0.03,-3.57,-3.37,0.03,19
752,ALICEUSDT,CELRUSDT,0.01,-3.77,-3.37,130.71,19
2290,USDCUSDT,FLOWUSDT,0.0,-7.56,-3.37,0.64,19
1670,API3USDT,RUNEUSDT,0.03,-3.54,-3.37,0.81,19
358,MANAUSDT,ARPAUSDT,0.03,-3.51,-3.37,23.18,19
453,YFIUSDT,BSWUSDT,0.0,-4.95,-3.37,19738.91,19
865,WOOUSDT,SKLUSDT,0.04,-3.39,-3.37,3.63,19
705,AGLDUSDT,NEARUSDT,0.03,-3.56,-3.37,0.11,19
471,BSVUSDT,ZILUSDT,0.02,-3.63,-3.37,1397.82,19
764,ALICEUSDT,BELUSDT,0.01,-4.08,-3.37,2.82,19
2184,BELUSDT,XEMUSDT,0.0,-4.22,-3.37,19.15,19
674,ONEUSDT,1INCHUSDT,0.03,-3.58,-3.37,0.03,19
2216,BELUSDT,CTSIUSDT,0.01,-3.78,-3.37,4.89,19
519,ALGOUSDT,WOOUSDT,0.03,-3.49,-3.37,1.86,19
1492,CREAMUSDT,DGBUSDT,0.02,-3.61,-3.37,1778.55,19
2240,USDCUSDT,SUSHIUSDT,0.0,-7.59,-3.37,0.71,19
1863,MINAUSDT,ENSUSDT,0.01,-3.97,-3.37,0.07,19
2360,USDCUSDT,OGNUSDT,0.0,-7.56,-3.37,4.77,19
2359,USDCUSDT,GMTUSDT,0.0,-7.56,-3.37,1.08,19
1104,SFPUSDT,MASKUSDT,0.0,-4.46,-3.37,0.21,19
1105,SFPUSDT,1INCHUSDT,0.03,-3.56,-3.37,0.48,19
1797,ARPAUSDT,RNDRUSDT,0.01,-4.09,-3.37,0.07,19
472,BSVUSDT,NEOUSDT,0.0,-5.23,-3.37,5.9,19
1512,ZILUSDT,MASKUSDT,0.0,-5.36,-3.37,0.03,19
1113,SFPUSDT,BSWUSDT,0.03,-3.57,-3.37,1.0,19
1119,AUDIOUSDT,SCRTUSDT,0.03,-3.55,-3.37,0.31,19
1274,BICOUSDT,BNBUSDT,0.02,-3.74,-3.37,0.0,19
1116,SFPUSDT,FXSUSDT,0.02,-3.64,-3.37,0.06,19
1820,ALPHAUSDT,FXSUSDT,0.01,-3.82,-3.37,0.02,19
1831,SCRTUSDT,TOMOUSDT,0.0,-4.22,-3.37,2.2,19
1522,ZILUSDT,BLZUSDT,0.02,-3.69,-3.37,0.42,19
1842,BAKEUSDT,NEOUSDT,0.02,-3.64,-3.37,0.03,19
2111,CTCUSDT,GLMRUSDT,0.0,-4.33,-3.37,0.6,18
527,DYDXUSDT,BATUSDT,0.02,-3.61,-3.37,5.26,18
608,GALAUSDT,DASHUSDT,0.0,-5.06,-3.37,0.0,18
2110,CTCUSDT,ZRXUSDT,0.0,-4.7,-3.37,1.23,18
1468,KAVAUSDT,BANDUSDT,0.02,-3.65,-3.37,1.25,18
1762,CTSIUSDT,GTCUSDT,0.02,-3.62,-3.37,0.07,18
1998,CTCUSDT,LINKUSDT,0.0,-4.33,-3.37,0.06,18
272,XLMUSDT,BANDUSDT,0.04,-3.45,-3.37,0.08,18
176,AAVEUSDT,SUSHIUSDT,0.04,-3.41,-3.37,64.42,18
74,XRPUSDT,ALGOUSDT,0.04,-3.4,-3.37,1.03,18
1901,ACHUSDT,TLMUSDT,0.02,-3.65,-3.37,0.46,18
63,EOSUSDT,SCUSDT,0.03,-3.49,-3.37,248.44,18
421,ENJUSDT,GMTUSDT,0.02,-3.63,-3.37,0.55,18
2136,CTCUSDT,TRBUSDT,0.01,-3.84,-3.37,0.02,18
613,GALAUSDT,SFPUSDT,0.02,-3.63,-3.37,0.16,18
986,ANKRUSDT,GLMRUSDT,0.03,-3.5,-3.37,0.04,18
911,LRCUSDT,KDAUSDT,0.05,-3.37,-3.37,0.24,18
2270,USDCUSDT,SRMUSDT,0.0,-7.6,-3.37,0.93,18
940,BATUSDT,TLMUSDT,0.03,-3.49,-3.37,14.62,18
1259,MASKUSDT,OCEANUSDT,0.0,-4.12,-3.37,8.38,18
1087,ZECUSDT,ANTUSDT,0.05,-3.37,-3.37,34.92,18
1249,MASKUSDT,ADAUSDT,0.02,-3.6,-3.37,3.26,18
1317,1INCHUSDT,FTMUSDT,0.01,-3.77,-3.37,2.51,18
677,ONEUSDT,ZILUSDT,0.04,-3.39,-3.37,0.56,18
1092,ZECUSDT,UNFIUSDT,0.02,-3.62,-3.37,9.63,18
1206,RSRUSDT,WAVESUSDT,0.01,-3.93,-3.37,0.0,18
2250,USDCUSDT,VETUSDT,0.0,-7.55,-3.37,43.12,17
1202,RSRUSDT,DUSKUSDT,0.0,-4.35,-3.37,0.06,17
501,ICPUSDT,HOTUSDT,0.03,-3.51,-3.37,3434.96,17
1062,YGGUSDT,ICXUSDT,0.03,-3.48,-3.37,2.3,17
1856,ASTRUSDT,GMTUSDT,0.04,-3.38,-3.37,0.05,17
349,MANAUSDT,WOOUSDT,0.04,-3.41,-3.37,4.73,17
489,ICPUSDT,TLMUSDT,0.03,-3.53,-3.37,260.9,17
517,FTMUSDT,MINAUSDT,0.03,-3.56,-3.37,0.38,17
2315,USDCUSDT,RNDRUSDT,0.0,-7.55,-3.37,1.93,17
1503,ZILUSDT,DOTUSDT,0.03,-3.52,-3.37,0.01,17
767,EGLDUSDT,BATUSDT,0.01,-4.04,-3.37,150.61,17
2316,USDCUSDT,SCUSDT,0.0,-7.55,-3.37,252.4,17
2242,USDCUSDT,DOGEUSDT,0.0,-7.55,-3.37,15.78,17
1684,API3USDT,RNDRUSDT,0.01,-4.06,-3.37,3.52,17
518,ALGOUSDT,TLMUSDT,0.04,-3.4,-3.37,12.44,17
1214,RSRUSDT,ZRXUSDT,0.04,-3.43,-3.37,0.02,17
647,CELRUSDT,BSWUSDT,0.01,-3.78,-3.37,0.05,17
1720,KDAUSDT,APEUSDT,0.0,-4.48,-3.37,0.33,17
547,SRMUSDT,FLMUSDT,0.03,-3.47,-3.37,6.64,17
2200,BELUSDT,SFPUSDT,0.0,-4.66,-3.37,2.52,17
164,XEMUSDT,1INCHUSDT,0.01,-3.99,-3.37,0.06,17
1912,ACHUSDT,DODOUSDT,0.01,-3.9,-3.37,0.08,17
1469,KAVAUSDT,CTSIUSDT,0.02,-3.66,-3.37,10.8,17
326,COMPUSDT,KNCUSDT,0.02,-3.63,-3.37,40.06,17
1477,ROSEUSDT,NEOUSDT,0.02,-3.72,-3.37,0.01,17
800,TLMUSDT,DUSKUSDT,0.03,-3.56,-3.37,0.23,17
2311,USDCUSDT,SKLUSDT,0.0,-7.59,-3.37,20.2,17
2287,USDCUSDT,TLMUSDT,0.0,-7.57,-3.37,37.39,17
54,EOSUSDT,ICPUSDT,0.03,-3.54,-3.37,0.14,17
1921,CVXUSDT,BITUSDT,0.03,-3.48,-3.37,13.68,17
2099,CTCUSDT,PAXGUSDT,0.02,-3.6,-3.37,0.0,17
765,EGLDUSDT,SUSHIUSDT,0.03,-3.5,-3.37,42.13,17
1658,API3USDT,ICPUSDT,0.02,-3.7,-3.37,0.26,17
1510,ZILUSDT,CROUSDT,0.04,-3.46,-3.37,0.32,17
1618,RSS3USDT,BAKEUSDT,0.01,-3.83,-3.37,0.49,17
1612,RSS3USDT,JSTUSDT,0.02,-3.73,-3.37,5.11,17
2293,USDCUSDT,ENSUSDT,0.0,-7.58,-3.37,0.11,17
2321,USDCUSDT,REQUSDT,0.0,-7.56,-3.37,8.75,17
2246,USDCUSDT,FILUSDT,0.0,-7.58,-3.37,0.18,17
420,ENJUSDT,API3USDT,0.04,-3.46,-3.37,0.28,17
1599,RSS3USDT,CVCUSDT,0.02,-3.72,-3.37,1.05,17
90,BCHUSDT,GTCUSDT,0.02,-3.64,-3.37,44.73,17
950,SLPUSDT,EOSUSDT,0.02,-3.62,-3.37,0.0,17
1046,YGGUSDT,RUNEUSDT,0.01,-4.07,-3.37,0.29,17
2158,ONTUSDT,ZENUSDT,0.03,-3.49,-3.37,0.01,17
2168,BLZUSDT,XRPUSDT,0.04,-3.43,-3.37,0.27,17
1044,YGGUSDT,GALAUSDT,0.02,-3.74,-3.37,12.73,17
2372,USDCUSDT,LINAUSDT,0.0,-7.56,-3.37,114.64,17
1584,RSS3USDT,SHIB1000USDT,0.04,-3.38,-3.37,13.58,17
388,CHZUSDT,ZECUSDT,0.01,-3.87,-3.37,0.0,17
1545,SUNUSDT,BSVUSDT,0.04,-3.4,-3.37,0.0,17
434,SHIB1000USDT,WOOUSDT,0.02,-3.61,-3.37,0.06,17
1944,GSTUSDT,IOTAUSDT,0.04,-3.39,-3.37,0.28,17
2088,CTCUSDT,10000NFTUSDT,0.02,-3.69,-3.37,56.1,17
1904,ACHUSDT,ZENUSDT,0.02,-3.71,-3.37,0.0,17
1656,API3USDT,CHZUSDT,0.0,-4.15,-3.37,17.04,17
749,MKRUSDT,BLZUSDT,0.01,-4.0,-3.37,10107.02,17
1520,ZILUSDT,GALUSDT,0.0,-4.51,-3.37,0.01,17
1234,STXUSDT,SUNUSDT,0.02,-3.76,-3.37,67.11,17
693,C98USDT,FXSUSDT,0.04,-3.43,-3.37,0.09,17
455,YFIUSDT,BELUSDT,0.03,-3.5,-3.37,7833.01,17
1637,1000BTTUSDT,FXSUSDT,0.02,-3.77,-3.37,0.0,17
1636,1000BTTUSDT,CTSIUSDT,0.04,-3.45,-3.37,0.01,17
450,YFIUSDT,DUSKUSDT,0.03,-3.56,-3.37,52124.19,17
1532,XNOUSDT,FXSUSDT,0.03,-3.59,-3.37,0.17,17
1634,OCEANUSDT,BNXUSDT,0.0,-4.45,-3.37,0.0,17
2228,USDCUSDT,BTCUSDT,0.0,-7.55,-3.37,0.0,17
373,KSMUSDT,ACHUSDT,0.03,-3.59,-3.37,4366.27,17
81,XRPUSDT,IOTAUSDT,0.02,-3.72,-3.37,1.25,17
2285,USDCUSDT,EGLDUSDT,0.0,-7.61,-3.37,0.02,17
1302,REQUSDT,FXSUSDT,0.03,-3.5,-3.37,0.02,17
1803,ARPAUSDT,KDAUSDT,0.02,-3.62,-3.37,0.02,17
1403,ICXUSDT,VETUSDT,0.01,-3.91,-3.37,12.05,17
2050,CTCUSDT,SNXUSDT,0.01,-3.85,-3.37,0.14,17
1805,ARPAUSDT,GMTUSDT,0.01,-3.91,-3.37,0.04,17
591,DASHUSDT,HOTUSDT,0.0,-5.66,-3.37,21937.24,17
1409,ICXUSDT,MASKUSDT,0.04,-3.42,-3.37,0.19,17
1128,SKLUSDT,REEFUSDT,0.02,-3.68,-3.37,13.84,17
646,CELRUSDT,BANDUSDT,0.03,-3.51,-3.37,0.01,17
1412,ICXUSDT,ROSEUSDT,0.01,-3.78,-3.37,5.44,17
2208,BELUSDT,CELOUSDT,0.0,-4.31,-3.37,0.87,17
1135,GTCUSDT,SCRTUSDT,0.0,-4.76,-3.37,2.16,17
1419,ICXUSDT,LINAUSDT,0.02,-3.76,-3.37,32.03,17
918,LRCUSDT,LUNA2USDT,0.03,-3.51,-3.37,0.21,17
1348,ANTUSDT,ACHUSDT,0.01,-3.89,-3.37,137.65,17
876,WOOUSDT,KAVAUSDT,0.04,-3.46,-3.37,0.1,17
2393,USDCUSDT,BLZUSDT,0.0,-7.55,-3.37,10.91,17
1425,CELOUSDT,TLMUSDT,0.01,-3.97,-3.37,33.88,17
252,SOLUSDT,BANDUSDT,0.01,-3.99,-3.37,27.52,17
1091,ZECUSDT,MTLUSDT,0.01,-3.85,-3.37,47.4,17
2210,BELUSDT,ROSEUSDT,0.0,-4.38,-3.37,15.27,17
2205,BELUSDT,MASKUSDT,0.0,-4.29,-3.37,0.54,17
901,LRCUSDT,ANKRUSDT,0.04,-3.46,-3.37,14.03,17
621,GALAUSDT,ZILUSDT,0.01,-4.04,-3.37,1.32,17
983,ANKRUSDT,BANDUSDT,0.02,-3.72,-3.37,0.02,17
1369,REEFUSDT,CKBUSDT,0.04,-3.44,-3.37,0.88,17
2357,USDCUSDT,KDAUSDT,0.0,-7.7,-3.37,0.63,17
1851,LINAUSDT,1000XECUSDT,0.01,-3.8,-3.37,0.22,17
211,DOGEUSDT,DARUSDT,0.04,-3.44,-3.37,0.22,17
1098,IMXUSDT,FXSUSDT,0.04,-3.46,-3.37,0.17,17
893,WOOUSDT,ONTUSDT,0.0,-5.27,-3.37,0.77,17
891,WOOUSDT,BALUSDT,0.01,-4.03,-3.37,0.04,17
1871,BNXUSDT,GALAUSDT,0.05,-3.37,-3.37,2303.19,17
1390,IOTAUSDT,GRTUSDT,0.04,-3.41,-3.37,2.76,17
16,BTCUSDT,ENSUSDT,0.02,-3.63,-3.37,2215.28,17
603,FTTUSDT,BALUSDT,0.02,-3.68,-3.37,5.5,17
246,SOLUSDT,MASKUSDT,0.01,-3.82,-3.37,26.35,17
874,WOOUSDT,ICXUSDT,0.0,-4.22,-3.37,0.64,17
106,XTZUSDT,SUSHIUSDT,0.0,-4.15,-3.37,1.13,17
1439,WAVESUSDT,SUSHIUSDT,0.02,-3.66,-3.37,3.63,17
2389,USDCUSDT,UNFIUSDT,0.0,-7.58,-3.37,0.16,17
1336,KLAYUSDT,FXSUSDT,0.01,-3.94,-3.37,0.04,17
2128,CTCUSDT,FLMUSDT,0.01,-3.88,-3.37,2.26,17
2366,USDCUSDT,STMXUSDT,0.0,-7.67,-3.37,131.46,17
868,WOOUSDT,STXUSDT,0.0,-5.25,-3.37,0.47,17
858,WOOUSDT,BSVUSDT,0.02,-3.69,-3.37,0.0,17
1745,BSWUSDT,SCUSDT,0.02,-3.71,-3.37,78.63,17
2277,USDCUSDT,CELRUSDT,0.0,-7.55,-3.37,59.08,17
280,TRXUSDT,WOOUSDT,0.01,-3.84,-3.37,0.38,17
1890,1000XECUSDT,ACHUSDT,0.04,-3.38,-3.37,3.2,16
2025,CTCUSDT,NEARUSDT,0.0,-4.72,-3.37,0.1,16
364,KSMUSDT,SKLUSDT,0.03,-3.51,-3.37,1099.0,16
1643,API3USDT,UNIUSDT,0.03,-3.49,-3.37,0.26,16
1639,API3USDT,EOSUSDT,0.01,-4.03,-3.37,1.85,16
1774,HOTUSDT,KDAUSDT,0.05,-3.37,-3.37,0.0,16
1395,IOTAUSDT,BANDUSDT,0.0,-5.05,-3.37,0.2,16
1096,IMXUSDT,KDAUSDT,0.0,-4.14,-3.37,0.58,16
1651,API3USDT,COMPUSDT,0.03,-3.53,-3.37,0.03,16
1996,CTCUSDT,BCHUSDT,0.0,-4.3,-3.37,0.0,16
1843,BAKEUSDT,BANDUSDT,0.04,-3.43,-3.37,0.22,16
2029,CTCUSDT,DASHUSDT,0.0,-4.6,-3.37,0.01,16
231,BNBUSDT,HOTUSDT,0.04,-3.4,-3.37,119675.36,16
2341,USDCUSDT,JASMYUSDT,0.0,-7.55,-3.37,109.1,16
1812,ARPAUSDT,1000XECUSDT,0.03,-3.53,-3.37,0.92,16
2040,CTCUSDT,RUNEUSDT,0.0,-4.2,-3.37,0.16,16
2013,CTCUSDT,SANDUSDT,0.0,-4.42,-3.37,0.3,16
1514,ZILUSDT,BANDUSDT,0.03,-3.5,-3.37,0.03,16
1292,REQUSDT,ANKRUSDT,0.04,-3.41,-3.37,4.16,16
500,ICPUSDT,NEOUSDT,0.04,-3.43,-3.37,0.77,16
1133,SKLUSDT,BOBAUSDT,0.03,-3.54,-3.37,0.12,16
627,GALAUSDT,ALPHAUSDT,0.02,-3.72,-3.37,0.41,16
1677,API3USDT,CROUSDT,0.04,-3.46,-3.37,15.16,16
