,sym_1,sym_2,p_value,t_value,c_value,hedge_ratio,zero_crossings
1449,WAVESUSDT,GALUSDT,0.0,-4.57,-3.37,1.88,9
1693,API3USDT,CELOUSDT,0.02,-3.64,-3.37,2.01,9
1919,MTLUSDT,DODOUSDT,0.04,-3.43,-3.37,8.24,9
401,CRVUSDT,RSS3USDT,0.04,-3.38,-3.37,7.69,9
1577,RSS3USDT,DOTUSDT,0.04,-3.41,-3.37,0.02,9
1915,BALUSDT,LOOKSUSDT,0.03,-3.5,-3.37,13.17,9
50,EOSUSDT,SOLUSDT,0.04,-3.4,-3.37,0.03,9
1597,RSS3USDT,ZENUSDT,0.01,-4.0,-3.37,0.01,9
1289,REQUSDT,DASHUSDT,0.03,-3.48,-3.37,0.0,9
747,MKRUSDT,ARPAUSDT,0.04,-3.38,-3.37,25291.33,9
1605,RSS3USDT,CELOUSDT,0.04,-3.38,-3.37,0.16,9
1269,MASKUSDT,BALUSDT,0.03,-3.58,-3.37,0.29,9
692,C98USDT,SCRTUSDT,0.01,-3.82,-3.37,0.43,9
1277,BICOUSDT,ARUSDT,0.02,-3.64,-3.37,0.03,9
1242,STXUSDT,DARUSDT,0.04,-3.42,-3.37,1.32,9
1550,SUNUSDT,SCUSDT,0.03,-3.57,-3.37,1.45,9
374,AVAXUSDT,BSVUSDT,0.01,-3.85,-3.37,0.38,9
683,C98USDT,LTCUSDT,0.04,-3.42,-3.37,0.01,9
365,KSMUSDT,CVCUSDT,0.01,-3.95,-3.37,388.61,9
2217,BELUSDT,HOTUSDT,0.03,-3.53,-3.37,386.3,9
147,DOTUSDT,C98USDT,0.04,-3.41,-3.37,14.54,9
2219,BELUSDT,SCRTUSDT,0.02,-3.63,-3.37,0.7,9
1603,RSS3USDT,REEFUSDT,0.02,-3.66,-3.37,41.23,9
1060,YGGUSDT,KLAYUSDT,0.02,-3.62,-3.37,2.78,9
1027,YGGUSDT,SUSHIUSDT,0.03,-3.47,-3.37,0.46,9
968,SLPUSDT,FXSUSDT,0.03,-3.52,-3.37,0.0,9
1495,LOOKSUSDT,CKBUSDT,0.01,-4.04,-3.37,91.7,9
2016,CTCUSDT,AVAXUSDT,0.0,-4.52,-3.37,0.02,9
1507,ZILUSDT,ENSUSDT,0.01,-3.78,-3.37,0.0,9
1526,NEOUSDT,HOTUSDT,0.01,-3.86,-3.37,4460.17,9
1706,API3USDT,ZRXUSDT,0.03,-3.59,-3.37,6.14,9
1079,YGGUSDT,FXSUSDT,0.03,-3.49,-3.37,0.12,9
2256,USDCUSDT,KSMUSDT,0.0,-7.56,-3.37,0.02,9
2304,USDCUSDT,SXPUSDT,0.0,-7.55,-3.37,2.66,9
1754,BSWUSDT,ZRXUSDT,0.04,-3.42,-3.37,1.05,9
1770,HOTUSDT,CHRUSDT,0.04,-3.38,-3.37,0.01,9
1771,HOTUSDT,QTUMUSDT,0.0,-5.28,-3.37,0.0,9
2271,USDCUSDT,OMGUSDT,0.0,-7.55,-3.37,0.56,9
1801,ARPAUSDT,NEOUSDT,0.02,-3.63,-3.37,0.0,9
2206,BELUSDT,XMRUSDT,0.03,-3.49,-3.37,0.01,9
250,SOLUSDT,ZILUSDT,0.03,-3.57,-3.37,999.88,9
1877,BOBAUSDT,KSMUSDT,0.02,-3.61,-3.37,0.01,9
602,FTTUSDT,1000XECUSDT,0.02,-3.69,-3.37,682.19,9
1823,ZRXUSDT,XLMUSDT,0.04,-3.4,-3.37,2.76,9
1830,SCRTUSDT,FXSUSDT,0.02,-3.65,-3.37,0.21,9
235,FILUSDT,RVNUSDT,0.01,-4.09,-3.37,234.34,9
2275,USDCUSDT,BITUSDT,0.0,-7.55,-3.37,2.14,9
896,LRCUSDT,NEARUSDT,0.0,-4.35,-3.37,0.11,9
213,MATICUSDT,AXSUSDT,0.0,-4.84,-3.37,0.05,9
224,ETCUSDT,SCRTUSDT,0.01,-4.03,-3.37,15.22,9
4,BTCUSDT,SOLUSDT,0.01,-3.77,-3.37,547.25,9
291,TRXUSDT,1000XECUSDT,0.02,-3.74,-3.37,1.7,9
2276,USDCUSDT,GALAUSDT,0.0,-7.57,-3.37,19.83,9
2195,BELUSDT,BITUSDT,0.03,-3.5,-3.37,1.68,9
2306,USDCUSDT,ZECUSDT,0.0,-7.55,-3.37,0.02,9
312,THETAUSDT,AXSUSDT,0.03,-3.5,-3.37,0.08,9
1069,YGGUSDT,BANDUSDT,0.03,-3.56,-3.37,0.46,9
1186,RSRUSDT,FTMUSDT,0.04,-3.38,-3.37,0.03,9
2253,USDCUSDT,AXSUSDT,0.0,-7.57,-3.37,0.07,9
2193,BELUSDT,NEARUSDT,0.03,-3.51,-3.37,0.22,9
1725,APEUSDT,BNXUSDT,0.0,-4.5,-3.37,0.04,9
315,THETAUSDT,FTMUSDT,0.04,-3.38,-3.37,4.55,9
1730,BSWUSDT,EOSUSDT,0.0,-4.14,-3.37,0.32,9
2367,USDCUSDT,DGBUSDT,0.0,-7.55,-3.37,99.99,9
1729,OGNUSDT,JASMYUSDT,0.02,-3.63,-3.37,22.88,9
1898,ACHUSDT,FTTUSDT,0.02,-3.73,-3.37,0.0,9
1775,HOTUSDT,ALPHAUSDT,0.01,-3.9,-3.37,0.02,8
1766,CTSIUSDT,TOMOUSDT,0.04,-3.39,-3.37,0.32,8
104,LTCUSDT,TOMOUSDT,0.0,-4.12,-3.37,104.71,8
624,GALAUSDT,APEUSDT,0.0,-4.24,-3.37,0.01,8
2140,AKROUSDT,FLMUSDT,0.02,-3.63,-3.37,0.03,8
1318,1INCHUSDT,MKRUSDT,0.03,-3.56,-3.37,0.0,8
588,DASHUSDT,DENTUSDT,0.01,-4.1,-3.37,50060.82,8
2125,CTCUSDT,TOMOUSDT,0.0,-4.16,-3.37,0.72,8
2164,ONTUSDT,BANDUSDT,0.03,-3.54,-3.37,0.17,8
612,GALAUSDT,QTUMUSDT,0.02,-3.73,-3.37,0.02,7
1441,WAVESUSDT,ENSUSDT,0.02,-3.67,-3.37,0.54,7
406,ENJUSDT,FILUSDT,0.04,-3.39,-3.37,0.09,7
737,MKRUSDT,STXUSDT,0.0,-4.82,-3.37,2405.63,7
1986,FITFIUSDT,DODOUSDT,0.03,-3.48,-3.37,0.47,7
1042,YGGUSDT,DASHUSDT,0.02,-3.63,-3.37,0.01,7
1382,PEOPLEUSDT,ENSUSDT,0.04,-3.39,-3.37,0.0,7
610,GALAUSDT,CHRUSDT,0.01,-3.84,-3.37,0.28,7
1551,SUNUSDT,XNOUSDT,0.02,-3.64,-3.37,0.01,7
2324,USDCUSDT,ANTUSDT,0.0,-7.55,-3.37,0.58,7
2301,USDCUSDT,LPTUSDT,0.0,-7.57,-3.37,0.12,7
1256,MASKUSDT,ARUSDT,0.02,-3.67,-3.37,0.1,7
607,GALAUSDT,NEARUSDT,0.04,-3.44,-3.37,0.01,7
1538,CKBUSDT,JSTUSDT,0.03,-3.5,-3.37,0.14,7
2247,USDCUSDT,SOLUSDT,0.0,-7.55,-3.37,0.03,7
2214,BELUSDT,1000BTTUSDT,0.04,-3.4,-3.37,892.86,7
2041,CTCUSDT,ILVUSDT,0.0,-4.28,-3.37,0.0,7
641,CELRUSDT,ICXUSDT,0.04,-3.47,-3.37,0.06,7
2201,BELUSDT,ZENUSDT,0.04,-3.43,-3.37,0.05,7
477,BSVUSDT,SCRTUSDT,0.01,-3.98,-3.37,48.02,7
1509,ZILUSDT,LPTUSDT,0.03,-3.49,-3.37,0.0,7
1339,ANTUSDT,SKLUSDT,0.04,-3.43,-3.37,34.63,7
2302,USDCUSDT,QTUMUSDT,0.0,-7.57,-3.37,0.35,7
1983,FITFIUSDT,SCRTUSDT,0.04,-3.43,-3.37,0.06,7
2358,USDCUSDT,APEUSDT,0.0,-7.6,-3.37,0.21,7
1579,RSS3USDT,SOLUSDT,0.04,-3.39,-3.37,0.0,7
1942,GSTUSDT,GTCUSDT,0.01,-3.83,-3.37,0.03,7
1580,RSS3USDT,VETUSDT,0.05,-3.37,-3.37,6.34,7
1681,API3USDT,SFPUSDT,0.03,-3.53,-3.37,5.87,7
1936,GSTUSDT,FTTUSDT,0.05,-3.37,-3.37,0.0,7
1934,GSTUSDT,BSVUSDT,0.03,-3.59,-3.37,0.0,7
1932,GSTUSDT,AVAXUSDT,0.04,-3.43,-3.37,0.0,7
1931,GSTUSDT,AXSUSDT,0.02,-3.64,-3.37,0.01,7
1930,GSTUSDT,FILUSDT,0.02,-3.76,-3.37,0.01,7
1,BTCUSDT,XRPUSDT,0.0,-4.15,-3.37,61234.64,7
336,AXSUSDT,RVNUSDT,0.01,-3.97,-3.37,610.97,7
157,DOTUSDT,BELUSDT,0.01,-4.02,-3.37,8.8,7
1190,RSRUSDT,MKRUSDT,0.02,-3.73,-3.37,0.0,7
325,COMPUSDT,SRMUSDT,0.02,-3.75,-3.37,50.93,7
931,IOTXUSDT,SCRTUSDT,0.02,-3.7,-3.37,0.03,7
318,THETAUSDT,ENSUSDT,0.02,-3.65,-3.37,0.12,7
162,XEMUSDT,COTIUSDT,0.02,-3.76,-3.37,0.41,7
814,TLMUSDT,SCRTUSDT,0.05,-3.38,-3.37,0.02,7
1714,API3USDT,DODOUSDT,0.04,-3.43,-3.37,11.92,7
1726,APEUSDT,OPUSDT,0.02,-3.66,-3.37,8.91,7
1175,RSRUSDT,DOTUSDT,0.04,-3.47,-3.37,0.0,7
926,ENSUSDT,TOMOUSDT,0.02,-3.69,-3.37,18.67,7
2282,USDCUSDT,MKRUSDT,0.0,-7.55,-3.37,0.0,7
253,SOLUSDT,ARPAUSDT,0.04,-3.45,-3.37,1045.0,7
1821,STMXUSDT,FXSUSDT,0.02,-3.64,-3.37,0.0,7
1832,SCRTUSDT,DARUSDT,0.0,-4.42,-3.37,3.81,7
1869,MINAUSDT,FXSUSDT,0.03,-3.49,-3.37,0.13,7
214,MATICUSDT,GALAUSDT,0.01,-3.96,-3.37,14.48,7
228,BNBUSDT,IOTAUSDT,0.03,-3.53,-3.37,888.87,7
216,MATICUSDT,MASKUSDT,0.0,-4.27,-3.37,0.5,7
1860,MINAUSDT,AXSUSDT,0.04,-3.42,-3.37,0.05,7
2231,USDCUSDT,XRPUSDT,0.0,-7.55,-3.37,2.92,7
1676,API3USDT,LPTUSDT,0.03,-3.51,-3.37,0.21,7
1943,GSTUSDT,MASKUSDT,0.03,-3.51,-3.37,0.05,7
1958,GSTUSDT,DARUSDT,0.01,-3.83,-3.37,0.27,7
1587,RSS3USDT,CELRUSDT,0.04,-3.4,-3.37,8.69,7
742,MKRUSDT,ZILUSDT,0.01,-3.9,-3.37,24199.18,7
1589,RSS3USDT,MKRUSDT,0.04,-3.44,-3.37,0.0,7
2075,CTCUSDT,ARUSDT,0.0,-4.64,-3.37,0.02,7
1591,RSS3USDT,IOTXUSDT,0.03,-3.55,-3.37,5.18,7
1051,YGGUSDT,QTUMUSDT,0.04,-3.4,-3.37,0.22,7
1052,YGGUSDT,CROUSDT,0.01,-3.82,-3.37,5.33,7
1598,RSS3USDT,GTCUSDT,0.02,-3.7,-3.37,0.06,7
743,MKRUSDT,SUNUSDT,0.03,-3.53,-3.37,161400.54,7
1963,DARUSDT,GTCUSDT,0.03,-3.5,-3.37,0.12,7
2152,ONTUSDT,XRPUSDT,0.04,-3.38,-3.37,0.68,7
2112,CTCUSDT,SCRTUSDT,0.0,-4.14,-3.37,0.33,7
143,DOTUSDT,DOGEUSDT,0.03,-3.53,-3.37,109.07,7
1617,RSS3USDT,SCRTUSDT,0.01,-3.78,-3.37,0.13,7
1615,RSS3USDT,DGBUSDT,0.0,-4.35,-3.37,14.71,7
1620,RSS3USDT,FXSUSDT,0.02,-3.63,-3.37,0.03,7
1659,API3USDT,FTMUSDT,0.0,-4.21,-3.37,7.07,7
1948,GSTUSDT,NEOUSDT,0.02,-3.6,-3.37,0.01,7
750,COTIUSDT,RSS3USDT,0.04,-3.45,-3.37,0.67,7
1950,GSTUSDT,KDAUSDT,0.01,-3.83,-3.37,0.05,7
2101,CTCUSDT,APEUSDT,0.0,-4.34,-3.37,0.08,6
1966,DARUSDT,APEUSDT,0.01,-3.88,-3.37,0.06,6
402,CRVUSDT,OCEANUSDT,0.04,-3.47,-3.37,6.52,6
1300,REQUSDT,ALPHAUSDT,0.02,-3.68,-3.37,0.94,6
1724,APEUSDT,HOTUSDT,0.01,-3.94,-3.37,2346.07,6
1285,REQUSDT,FILUSDT,0.02,-3.62,-3.37,0.02,6
476,BSVUSDT,ALPHAUSDT,0.0,-4.58,-3.37,439.3,6
1632,OCEANUSDT,DENTUSDT,0.04,-3.43,-3.37,194.66,6
1702,API3USDT,BANDUSDT,0.02,-3.6,-3.37,1.31,6
997,QTUMUSDT,DENTUSDT,0.04,-3.43,-3.37,3216.11,6
2312,USDCUSDT,GTCUSDT,0.0,-7.57,-3.37,0.42,5
2186,BELUSDT,ETCUSDT,0.02,-3.72,-3.37,0.05,5
2380,USDCUSDT,BALUSDT,0.0,-7.55,-3.37,0.2,5
2157,ONTUSDT,MKRUSDT,0.04,-3.39,-3.37,0.0,5
2354,USDCUSDT,1000BTTUSDT,0.0,-7.57,-3.37,1137.42,5
2143,LUNA2USDT,FTMUSDT,0.02,-3.71,-3.37,6.94,5
2283,USDCUSDT,COTIUSDT,0.0,-7.58,-3.37,10.09,5
2353,USDCUSDT,OCEANUSDT,0.0,-7.55,-3.37,5.77,5
2350,USDCUSDT,JSTUSDT,0.0,-7.55,-3.37,34.71,5
2347,USDCUSDT,RAYUSDT,0.0,-7.64,-3.37,1.12,5
2243,USDCUSDT,MATICUSDT,0.0,-7.59,-3.37,1.36,5
2295,USDCUSDT,CHRUSDT,0.0,-7.58,-3.37,5.51,5
2244,USDCUSDT,ETCUSDT,0.0,-7.63,-3.37,0.06,5
2194,BELUSDT,DASHUSDT,0.0,-4.19,-3.37,0.02,5
2294,USDCUSDT,IOTXUSDT,0.0,-7.56,-3.37,35.22,5
2191,BELUSDT,KSMUSDT,0.01,-4.06,-3.37,0.01,5
1198,RSRUSDT,ZECUSDT,0.03,-3.52,-3.37,0.0,5
295,VETUSDT,MKRUSDT,0.0,-5.69,-3.37,0.0,5
378,AVAXUSDT,MASKUSDT,0.0,-4.26,-3.37,14.04,5
150,DOTUSDT,ANKRUSDT,0.01,-3.87,-3.37,251.98,5
2004,CTCUSDT,ETCUSDT,0.01,-4.1,-3.37,0.02,5
142,ADAUSDT,FXSUSDT,0.03,-3.53,-3.37,0.08,5
383,AVAXUSDT,HOTUSDT,0.01,-3.81,-3.37,10037.57,5
1400,IOTAUSDT,FXSUSDT,0.0,-4.22,-3.37,0.05,5
1769,HOTUSDT,MATICUSDT,0.01,-3.79,-3.37,0.0,5
1772,HOTUSDT,GTCUSDT,0.0,-4.11,-3.37,0.0,5
1773,HOTUSDT,RVNUSDT,0.0,-4.31,-3.37,0.09,5
94,LTCUSDT,BSVUSDT,0.03,-3.48,-3.37,0.99,5
376,AVAXUSDT,TLMUSDT,0.0,-4.71,-3.37,762.31,5
227,BNBUSDT,SLPUSDT,0.04,-3.42,-3.37,61597.17,5
1783,ARPAUSDT,MATICUSDT,0.01,-4.11,-3.37,0.05,5
1784,ARPAUSDT,ETCUSDT,0.03,-3.49,-3.37,0.0,5
1168,RNDRUSDT,SCRTUSDT,0.04,-3.45,-3.37,0.47,5
239,SOLUSDT,VETUSDT,0.0,-5.82,-3.37,1650.27,5
249,SOLUSDT,ICXUSDT,0.04,-3.46,-3.37,136.98,5
91,BCHUSDT,SCRTUSDT,0.01,-3.84,-3.37,96.6,5
1807,ARPAUSDT,ALPHAUSDT,0.03,-3.55,-3.37,0.3,5
1810,ARPAUSDT,FXSUSDT,0.01,-3.84,-3.37,0.01,5
1813,ARPAUSDT,BALUSDT,0.05,-3.38,-3.37,0.01,5
375,AVAXUSDT,GALAUSDT,0.0,-4.49,-3.37,404.53,5
1723,KDAUSDT,OPUSDT,0.01,-4.1,-3.37,2.96,5
1297,REQUSDT,APEUSDT,0.04,-3.46,-3.37,0.02,5
855,WOOUSDT,ETHUSDT,0.0,-4.16,-3.37,0.0,5
1250,MASKUSDT,ETCUSDT,0.02,-3.71,-3.37,0.08,5
1578,RSS3USDT,ETCUSDT,0.04,-3.47,-3.37,0.01,5
1586,RSS3USDT,FTTUSDT,0.02,-3.71,-3.37,0.01,5
217,MATICUSDT,KLAYUSDT,0.02,-3.61,-3.37,3.16,5
1594,RSS3USDT,ZECUSDT,0.03,-3.59,-3.37,0.0,5
192,DOGEUSDT,MKRUSDT,0.0,-4.18,-3.37,0.0,5
1606,RSS3USDT,RVNUSDT,0.04,-3.43,-3.37,6.33,5
1609,RSS3USDT,NEOUSDT,0.04,-3.38,-3.37,0.02,5
1611,RSS3USDT,CKBUSDT,0.02,-3.75,-3.37,36.25,5
895,LRCUSDT,MATICUSDT,0.01,-3.77,-3.37,0.53,5
185,DOGEUSDT,SOLUSDT,0.0,-4.71,-3.37,0.0,5
1687,API3USDT,ANTUSDT,0.01,-3.87,-3.37,1.07,5
1635,OCEANUSDT,TOMOUSDT,0.02,-3.74,-3.37,0.34,5
1642,API3USDT,DOTUSDT,0.01,-3.79,-3.37,0.26,5
1571,BANDUSDT,SCRTUSDT,0.04,-3.4,-3.37,1.25,5
1567,BANDUSDT,RVNUSDT,0.04,-3.38,-3.37,59.89,5
1661,API3USDT,NEARUSDT,0.03,-3.52,-3.37,0.51,5
220,MATICUSDT,OPUSDT,0.01,-3.77,-3.37,1.37,5
1674,API3USDT,ENSUSDT,0.02,-3.76,-3.37,0.19,5
1679,API3USDT,ZECUSDT,0.03,-3.58,-3.37,0.03,5
1239,STXUSDT,FXSUSDT,0.02,-3.62,-3.37,0.07,5
80,XRPUSDT,ARUSDT,0.01,-3.95,-3.37,0.02,5
928,IOTXUSDT,LOOKSUSDT,0.01,-4.0,-3.37,0.08,5
262,XLMUSDT,MKRUSDT,0.01,-3.89,-3.37,0.0,5
1001,QTUMUSDT,TOMOUSDT,0.0,-4.18,-3.37,5.66,5
606,GALAUSDT,ETCUSDT,0.03,-3.52,-3.37,0.0,5
1481,ROSEUSDT,SCRTUSDT,0.04,-3.47,-3.37,0.05,5
41,ETHUSDT,NEOUSDT,0.04,-3.44,-3.37,141.08,5
320,THETAUSDT,RVNUSDT,0.01,-3.86,-3.37,50.65,5
746,MKRUSDT,BSWUSDT,0.02,-3.67,-3.37,2972.24,5
1007,CROUSDT,BELUSDT,0.04,-3.39,-3.37,0.15,5
1004,CROUSDT,ARPAUSDT,0.02,-3.66,-3.37,3.29,5
1360,ARUSDT,1000XECUSDT,0.0,-4.19,-3.37,372.96,5
38,ETHUSDT,IOTXUSDT,0.0,-4.21,-3.37,45054.96,5
596,FTTUSDT,SXPUSDT,0.0,-4.66,-3.37,72.18,5
1024,YGGUSDT,LINKUSDT,0.04,-3.39,-3.37,0.1,5
496,ICPUSDT,ARUSDT,0.04,-3.43,-3.37,0.47,5
1977,FITFIUSDT,RAYUSDT,0.03,-3.53,-3.37,0.08,5
734,MKRUSDT,ANKRUSDT,0.0,-5.83,-3.37,33757.15,5
987,ANKRUSDT,SCRTUSDT,0.04,-3.44,-3.37,0.02,5
33,BTCUSDT,FXSUSDT,0.01,-3.89,-3.37,3897.54,5
1984,FITFIUSDT,FXSUSDT,0.05,-3.37,-3.37,0.01,5
1985,FITFIUSDT,MTLUSDT,0.04,-3.38,-3.37,0.06,5
1424,CELOUSDT,SOLUSDT,0.0,-4.15,-3.37,0.02,5
1375,XMRUSDT,SKLUSDT,0.03,-3.59,-3.37,2775.1,5
1354,ARUSDT,LINKUSDT,0.04,-3.44,-3.37,2.33,5
1953,GSTUSDT,ALPHAUSDT,0.02,-3.64,-3.37,0.64,5
1488,DENTUSDT,OPUSDT,0.0,-4.3,-3.37,0.0,5
1040,YGGUSDT,NEARUSDT,0.0,-4.25,-3.37,0.18,5
346,MANAUSDT,MKRUSDT,0.03,-3.52,-3.37,0.0,5
76,XRPUSDT,ILVUSDT,0.04,-3.41,-3.37,0.0,5
1883,BOBAUSDT,BALUSDT,0.03,-3.54,-3.37,0.08,5
1041,YGGUSDT,OMGUSDT,0.03,-3.54,-3.37,0.36,5
71,EOSUSDT,FXSUSDT,0.02,-3.63,-3.37,0.18,5
1911,ACHUSDT,BALUSDT,0.02,-3.69,-3.37,0.0,5
1917,BALUSDT,BLZUSDT,0.01,-4.07,-3.37,53.85,5
1923,TOMOUSDT,ETCUSDT,0.0,-5.11,-3.37,0.03,5
935,CHRUSDT,TOMOUSDT,0.02,-3.75,-3.37,0.36,5
1927,GSTUSDT,MATICUSDT,0.01,-3.93,-3.37,0.11,5
1026,YGGUSDT,DOTUSDT,0.02,-3.64,-3.37,0.09,5
1935,GSTUSDT,DASHUSDT,0.03,-3.58,-3.37,0.0,5
1938,GSTUSDT,CHRUSDT,0.02,-3.74,-3.37,0.43,5
1939,GSTUSDT,QTUMUSDT,0.01,-4.1,-3.37,0.03,5
46,ETHUSDT,1000XECUSDT,0.03,-3.51,-3.37,32099.8,5
274,XLMUSDT,FXSUSDT,0.03,-3.57,-3.37,0.02,5
604,GALAUSDT,ETHUSDT,0.04,-3.41,-3.37,0.0,5
1486,DENTUSDT,CHRUSDT,0.01,-3.85,-3.37,0.0,5
1949,GSTUSDT,OCEANUSDT,0.03,-3.57,-3.37,0.45,5
215,MATICUSDT,SCUSDT,0.03,-3.55,-3.37,184.2,5
578,IOSTUSDT,BANDUSDT,0.04,-3.42,-3.37,0.01,4
2006,CTCUSDT,FILUSDT,0.01,-4.08,-3.37,0.07,4
912,LRCUSDT,APEUSDT,0.01,-4.01,-3.37,0.08,4
173,SUSHIUSDT,TOMOUSDT,0.02,-3.75,-3.37,2.76,4
2221,BELUSDT,FXSUSDT,0.01,-4.03,-3.37,0.15,3
1029,YGGUSDT,MATICUSDT,0.02,-3.66,-3.37,0.88,3
583,IOSTUSDT,FXSUSDT,0.03,-3.52,-3.37,0.0,3
2318,USDCUSDT,STXUSDT,0.0,-7.55,-3.37,2.6,3
955,SLPUSDT,DASHUSDT,0.04,-3.42,-3.37,0.0,3
1355,ARUSDT,IOTAUSDT,0.0,-4.47,-3.37,54.27,3
1356,ARUSDT,BANDUSDT,0.0,-4.4,-3.37,10.67,3
1357,ARUSDT,HOTUSDT,0.03,-3.51,-3.37,7306.34,3
435,SHIB1000USDT,SKLUSDT,0.03,-3.53,-3.37,0.22,3
480,BSVUSDT,TOMOUSDT,0.0,-4.14,-3.37,105.67,3
2267,USDCUSDT,ALGOUSDT,0.0,-7.54,-3.37,3.0,3
996,QTUMUSDT,ETCUSDT,0.03,-3.52,-3.37,0.17,3
521,ALGOUSDT,ARUSDT,0.03,-3.55,-3.37,0.02,3
307,VETUSDT,FXSUSDT,0.03,-3.52,-3.37,0.0,3
960,SLPUSDT,ARUSDT,0.03,-3.53,-3.37,0.0,3
456,BSVUSDT,MATICUSDT,0.02,-3.76,-3.37,73.03,3
2212,BELUSDT,CKBUSDT,0.02,-3.65,-3.37,193.44,3
1061,YGGUSDT,ARUSDT,0.04,-3.43,-3.37,0.04,3
1252,MASKUSDT,CHRUSDT,0.0,-4.16,-3.37,8.01,3
1064,YGGUSDT,RVNUSDT,0.02,-3.63,-3.37,27.63,3
1072,YGGUSDT,APEUSDT,0.02,-3.62,-3.37,0.13,3
2323,USDCUSDT,KLAYUSDT,0.0,-7.58,-3.37,4.33,3
1126,ZENUSDT,BALUSDT,0.03,-3.49,-3.37,3.29,3
1127,SKLUSDT,CVCUSDT,0.04,-3.38,-3.37,0.35,3
2309,USDCUSDT,AUDIOUSDT,0.0,-7.57,-3.37,2.92,3
382,AVAXUSDT,BANDUSDT,0.0,-4.94,-3.37,14.66,3
878,WOOUSDT,LOOKSUSDT,0.0,-4.17,-3.37,0.48,3
1284,REQUSDT,BNBUSDT,0.03,-3.53,-3.37,0.0,3
1241,STXUSDT,BALUSDT,0.0,-4.66,-3.37,0.08,3
1246,MASKUSDT,ETHUSDT,0.01,-3.89,-3.37,0.0,3
1283,REQUSDT,ETCUSDT,0.04,-3.44,-3.37,0.01,3
2274,USDCUSDT,FTTUSDT,0.0,-7.56,-3.37,0.04,3
907,LRCUSDT,RVNUSDT,0.03,-3.47,-3.37,16.59,3
2165,ONTUSDT,FXSUSDT,0.04,-3.38,-3.37,0.04,3
1402,IOTAUSDT,BALUSDT,0.0,-4.14,-3.37,0.06,3
1945,GSTUSDT,RVNUSDT,0.01,-4.0,-3.37,3.35,3
1780,HOTUSDT,OPUSDT,0.0,-4.46,-3.37,0.0,3
93,LTCUSDT,ETCUSDT,0.04,-3.4,-3.37,3.1,3
1785,ARPAUSDT,BNBUSDT,0.02,-3.67,-3.37,0.0,3
1794,ARPAUSDT,CHRUSDT,0.03,-3.51,-3.37,0.2,3
2374,USDCUSDT,FXSUSDT,0.0,-7.6,-3.37,0.19,3
1816,ARPAUSDT,OPUSDT,0.01,-3.97,-3.37,0.07,3
1841,BAKEUSDT,LOOKSUSDT,0.02,-3.63,-3.37,0.8,3
1853,LINAUSDT,BALUSDT,0.03,-3.47,-3.37,0.0,3
1870,BNXUSDT,DASHUSDT,0.04,-3.39,-3.37,2.6,3
77,XRPUSDT,ANKRUSDT,0.04,-3.45,-3.37,12.47,3
1887,1000XECUSDT,LOOKSUSDT,0.05,-3.38,-3.37,0.11,3
1924,TOMOUSDT,DARUSDT,0.0,-4.21,-3.37,1.74,3
52,EOSUSDT,AVAXUSDT,0.03,-3.54,-3.37,0.05,3
47,ETHUSDT,DARUSDT,0.04,-3.46,-3.37,4390.95,3
45,ETHUSDT,FXSUSDT,0.01,-3.96,-3.37,237.84,3
290,TRXUSDT,FXSUSDT,0.04,-3.42,-3.37,0.01,3
1951,GSTUSDT,APEUSDT,0.02,-3.74,-3.37,0.02,3
1955,GSTUSDT,SCRTUSDT,0.01,-4.06,-3.37,0.07,3
1956,GSTUSDT,FXSUSDT,0.02,-3.64,-3.37,0.01,3
781,TLMUSDT,MATICUSDT,0.03,-3.54,-3.37,0.04,3
1960,DARUSDT,ETCUSDT,0.04,-3.41,-3.37,0.02,3
1970,FITFIUSDT,BCHUSDT,0.04,-3.39,-3.37,0.0,3
1971,FITFIUSDT,ETCUSDT,0.04,-3.42,-3.37,0.0,3
1972,FITFIUSDT,IOTXUSDT,0.04,-3.38,-3.37,2.52,3
1974,FITFIUSDT,GTCUSDT,0.04,-3.44,-3.37,0.03,3
35,BTCUSDT,TOMOUSDT,0.0,-4.21,-3.37,41382.21,3
620,GALAUSDT,RVNUSDT,0.02,-3.75,-3.37,2.17,3
1981,FITFIUSDT,ALPHAUSDT,0.04,-3.38,-3.37,0.59,3
632,GALAUSDT,OPUSDT,0.01,-3.99,-3.37,0.09,3
1993,CTCUSDT,ETHUSDT,0.0,-4.52,-3.37,0.0,3
1757,BSWUSDT,TOMOUSDT,0.03,-3.57,-3.37,0.61,3
790,TLMUSDT,QTUMUSDT,0.03,-3.51,-3.37,0.01,3
1732,BSWUSDT,SOLUSDT,0.04,-3.45,-3.37,0.01,3
1711,API3USDT,FXSUSDT,0.02,-3.6,-3.37,0.34,3
1421,ICXUSDT,BALUSDT,0.04,-3.39,-3.37,0.06,3
286,TRXUSDT,XNOUSDT,0.01,-4.03,-3.37,0.08,3
1427,CELOUSDT,RVNUSDT,0.04,-3.43,-3.37,39.02,3
1440,WAVESUSDT,NEARUSDT,0.04,-3.45,-3.37,1.43,3
597,FTTUSDT,LOOKSUSDT,0.01,-4.02,-3.37,72.34,3
2188,BELUSDT,SOLUSDT,0.0,-4.73,-3.37,0.02,3
2348,USDCUSDT,CKBUSDT,0.0,-7.59,-3.37,246.42,3
830,ILVUSDT,BICOUSDT,0.0,-4.38,-3.37,213.26,3
